time;open;high;low;close
"2022-05-08 08:00:00";2569.0097626294;2574.5988329857;2556.6492205711;2557.0867183703
"2022-05-08 09:00:00";2557.2195640931;2559.3098750678;2533.4536814641;2533.4536814641
"2022-05-08 10:00:00";2533.1553806968;2539.8200050299;2520.8889127311;2525.7422223186
"2022-05-08 11:00:00";2525.791595265;2541.9281377478;2525.791595265;2529.5476497973
"2022-05-08 12:00:00";2528.5332846743;2534.1020388497;2522.169671696;2525.0545622286
"2022-05-08 13:00:00";2524.5055811418;2524.5055811418;2498.4300585393;2521.8646670411
"2022-05-08 14:00:00";2523.4831547782;2564.810764608;2517.498432722;2561.8567261963
"2022-05-08 15:00:00";2561.7522877735;2567.1066712658;2560.2969538233;2561.8285204299
"2022-05-08 16:00:00";2562.2620504142;2562.8455487259;2543.2731895432;2543.885609428
"2022-05-08 17:00:00";2543.3231682009;2555.4755397287;2543.1970027871;2554.5712312237
"2022-05-08 18:00:00";2554.7048894978;2554.7048894978;2530.7892295199;2540.1003452221
"2022-05-08 19:00:00";2539.9571386518;2539.9571386518;2512.7273579982;2517.4599862673
"2022-05-08 20:00:00";2518.5083805289;2527.7917348509;2518.5083805289;2525.6886252019
"2022-05-08 21:00:00";2525.3891517503;2528.2581724029;2508.9740698365;2509.448751741
"2022-05-08 22:00:00";2509.3802243859;2509.3802243859;2432.808900832;2435.5621523979
"2022-05-08 23:00:00";2436.3654746579;2468.9886157955;2436.3654746579;2462.0587460785
"2022-05-09 00:00:00";2460.8955570883;2474.0821848141;2456.3730042887;2463.169039953
"2022-05-09 01:00:00";2463.3435439895;2466.2421635028;2443.5220043803;2444.91998234
"2022-05-09 02:00:00";2444.7664702541;2453.4082844357;2430.504521716;2452.619816395
"2022-05-09 03:00:00";2452.7974867297;2462.4216421863;2449.7550635227;2450.4891323652
"2022-05-09 04:00:00";2449.836806736;2456.9217186184;2433.0980799134;2456.9217186184
"2022-05-09 05:00:00";2458.4000469104;2464.4571930446;2444.9586511735;2444.9586511735
"2022-05-09 06:00:00";2445.0266966092;2447.1924268298;2378.3374173963;2378.3374173963
"2022-05-09 07:00:00";2378.212306981;2403.397769318;2374.3011515793;2403.397769318
"2022-05-09 08:00:00";2403.9278460576;2413.2866255929;2395.371981058;2401.7129961374
"2022-05-09 09:00:00";2400.551029292;2429.9039447117;2388.0817161207;2412.5308342579
"2022-05-09 10:00:00";2413.7875076299;2413.7875076299;2384.6189538491;2389.5931310923
"2022-05-09 11:00:00";2389.2293325049;2398.9756696762;2360.1749655937;2381.8590067035
"2022-05-09 12:00:00";2380.9544601712;2397.0028544572;2331.8299622829;2332.3825426087
"2022-05-09 13:00:00";2333.1791651067;2342.9114409602;2283.6157422968;2317.4045633603
"2022-05-09 14:00:00";2314.7748326703;2314.7748326703;2256.3755369106;2297.3300090461
"2022-05-09 15:00:00";2293.7956268844;2293.7956268844;2238.0626571136;2266.5927621722
"2022-05-09 16:00:00";2266.824436451;2326.2173682794;2266.824436451;2300.6642857455
"2022-05-09 17:00:00";2299.0409703398;2315.7208195465;2288.3277075299;2288.3277075299
"2022-05-09 18:00:00";2287.0119780863;2305.2063474382;2273.4912975187;2296.3978288655
"2022-05-09 19:00:00";2296.4881995873;2305.1384583916;2245.4305316346;2245.4305316346
"2022-05-09 20:00:00";2242.6503446904;2281.8087851533;2206.7569380667;2273.2038067762
"2022-05-09 21:00:00";2274.4285603861;2330.2187084047;2274.4285603861;2319.419815555
"2022-05-09 22:00:00";2317.3764204998;2339.7899403572;2306.9135761333;2327.5478257026
"2022-05-09 23:00:00";2326.5610444804;2330.4586259246;2306.3235997223;2307.4469460368
"2022-05-10 00:00:00";2306.0982425123;2342.0834794373;2302.8656278266;2342.0834794373
"2022-05-10 01:00:00";2341.4513439782;2408.6459791934;2341.4513439782;2400.9032499788
"2022-05-10 02:00:00";2399.9767195751;2434.3348229196;2399.9767195751;2405.6926738956
"2022-05-10 03:00:00";2405.801904816;2409.6205560365;2385.0879418314;2385.0879418314
"2022-05-10 04:00:00";2384.5167234718;2399.5167215613;2378.9961767664;2387.9146878764
"2022-05-10 05:00:00";2387.8859695356;2393.014860972;2371.7533101322;2376.2455313423
"2022-05-10 06:00:00";2376.2372672585;2384.4124132571;2372.3158538109;2374.0533548988
"2022-05-10 07:00:00";2373.3926903306;2405.6929846769;2370.7915702301;2400.5293187805
"2022-05-10 08:00:00";2400.7747069318;2444.6831939181;2394.9320838312;2444.622377037
"2022-05-10 09:00:00";2445.030855374;2450.7602363735;2406.1297916192;2419.2607423371
"2022-05-10 10:00:00";2420.02144842;2434.3139225872;2354.4226142631;2362.1494458972
"2022-05-10 11:00:00";2361.0036454552;2370.7851161356;2331.6487262991;2357.2112269484
"2022-05-10 12:00:00";2358.7178114642;2366.1580854349;2339.1498795791;2347.814130386
"2022-05-10 13:00:00";2347.1334642208;2404.5652122104;2347.1334642208;2398.6359025618
"2022-05-10 14:00:00";2398.3703804244;2398.7937647024;2373.8230167917;2379.5682358993
"2022-05-10 15:00:00";2379.158965406;2382.881397839;2345.3734823679;2355.5343558067
"2022-05-10 16:00:00";2355.8209069288;2355.8209069288;2328.860749797;2328.860749797
"2022-05-10 17:00:00";2328.1308624996;2335.7910428242;2268.1082473228;2268.1082473228
"2022-05-10 18:00:00";2267.7284082199;2319.5374743337;2266.2890029187;2319.5374743337
"2022-05-10 19:00:00";2317.8416906328;2355.3652374088;2316.6867937604;2343.5108884929
"2022-05-10 20:00:00";2342.7542519692;2377.5901565704;2335.3163603529;2359.0024858433
"2022-05-10 21:00:00";2358.7609685357;2358.7609685357;2338.0406723321;2343.5405964682
"2022-05-10 22:00:00";2341.8560840864;2379.4149355958;2325.6729905079;2373.0957556613
"2022-05-10 23:00:00";2374.3140235593;2384.1825046772;2360.7362991455;2361.8110802418
"2022-05-11 00:00:00";2361.4726051484;2368.1506917056;2348.5739938475;2354.2736792233
"2022-05-11 01:00:00";2353.2029594871;2394.1044580026;2346.6782149845;2378.3366858648
"2022-05-11 02:00:00";2378.3943124903;2379.5227619286;2301.3355366291;2301.3355366291
"2022-05-11 03:00:00";2297.612391809;2319.4130819134;2277.5076814795;2290.9056723513
"2022-05-11 04:00:00";2292.4783986851;2363.4686634794;2292.4783986851;2363.4686634794
"2022-05-11 05:00:00";2365.2458750602;2426.148834423;2360.7313696757;2426.148834423
"2022-05-11 06:00:00";2427.736643512;2441.0794627112;2417.43408796;2437.1151993163
"2022-05-11 07:00:00";2435.8932093323;2436.0734729952;2401.3234959473;2401.3234959473
"2022-05-11 08:00:00";2402.1293987558;2421.1167852887;2170.8397411392;2170.8397411392
"2022-05-11 09:00:00";2172.2420386492;2345.6371557583;2172.2420386492;2323.9049878794
"2022-05-11 10:00:00";2322.6303695367;2368.9068098612;2309.7337784893;2344.8796750401
"2022-05-11 11:00:00";2346.2965272586;2346.2965272586;2262.3166675142;2263.671988784
"2022-05-11 12:00:00";2268.2366037975;2274.6183582858;2207.8340676718;2207.8340676718
"2022-05-11 13:00:00";2211.1287587979;2215.3659402682;2155.3221652642;2176.7357730761
"2022-05-11 14:00:00";2176.1201890437;2202.9144451136;2174.5668972721;2174.5668972721
"2022-05-11 15:00:00";2176.0026505392;2183.427593986;2105.0303336741;2114.6357231659
"2022-05-11 16:00:00";2113.6332069197;2130.4320774649;2047.2725512332;2047.2725512332
"2022-05-11 17:00:00";2045.6620882678;2090.1130256004;2018.8556131842;2082.0984549873
"2022-05-11 18:00:00";2083.6552081766;2102.879742717;2047.9409654702;2082.4540338948
"2022-05-11 19:00:00";2082.7477893119;2091.2673747945;2057.6141623158;2072.1086793073
"2022-05-20 09:00:00";2033.4295183135;2045.18990828;2030.8561924079;2041.8647453946
"2022-05-20 10:00:00";2041.9850629035;2042.087349251;1989.7023097768;1989.8725547371
"2022-05-20 11:00:00";1989.3865470841;1989.3865470841;1955.9802406687;1958.8074519651
"2022-05-20 12:00:00";1959.1992091617;1959.3217980364;1927.9653328966;1933.4620928832
"2022-05-20 13:00:00";1933.7440902739;1941.0112708193;1929.1968867392;1940.5349975765
"2022-05-20 14:00:00";1940.6471625149;1941.71858056;1926.6767956298;1940.6870978886
"2022-05-20 15:00:00";1940.363113375;1964.9348434239;1937.8529854456;1964.9348434239
"2022-05-20 16:00:00";1965.0285064071;1969.7773914292;1958.80384483;1960.0070303799
"2022-05-20 17:00:00";1959.9997594242;1967.261793257;1959.5923511446;1960.0353713547
"2022-05-20 18:00:00";1959.9655417133;1967.6834865766;1956.7831646459;1956.7831646459
"2022-05-20 19:00:00";1956.9236156834;1972.4347763867;1956.4735814458;1961.3156499717
"2022-05-20 20:00:00";1961.0179963529;1968.1209476554;1957.7203244616;1962.4618518477
"2022-05-20 21:00:00";1962.4906030226;1963.1458624161;1944.2651074545;1949.8588043212
"2022-05-20 22:00:00";1949.9129115589;1960.5798459308;1946.2193863339;1958.5612409243
"2022-05-20 23:00:00";1958.2353002957;1964.4712585583;1950.4561611468;1964.4712585583
"2022-05-21 00:00:00";1964.7591906071;1965.3343743874;1961.8277983046;1963.0506072661
"2022-05-21 01:00:00";1963.1790813646;1965.107299729;1960.7260545626;1963.278898077
"2022-05-21 02:00:00";1963.7350937824;1969.7558021671;1962.0318898301;1969.3316113985
"2022-05-21 03:00:00";1969.2866848383;1980.9136965268;1965.7261393699;1977.7477354974
"2022-05-21 04:00:00";1978.1183255618;1982.2357478655;1976.8854126561;1977.3548796593
"2022-05-21 05:00:00";1977.397743484;1977.397743484;1968.4401152773;1970.9514202843
"2022-05-21 06:00:00";1970.980409381;1976.3718997397;1967.9651992316;1969.7664480214
"2022-05-21 07:00:00";1969.8813500984;1969.8813500984;1959.20479226;1967.2801144478
"2022-05-21 08:00:00";1967.5293829078;1971.5729292195;1962.8032798726;1966.598188153
"2022-05-21 09:00:00";1966.9351793939;1973.3292511195;1965.2680400427;1970.1109578137
"2022-05-21 10:00:00";1969.976555207;1976.6844472118;1962.7887180795;1974.3604863159
"2022-05-21 11:00:00";1974.8549053014;1980.655194591;1968.0694182452;1979.9468805067
"2022-05-21 12:00:00";1979.6523321849;1983.8143373499;1977.3536427621;1980.6439533491
"2022-05-21 13:00:00";1980.6149852382;1982.7273111254;1974.4181492921;1975.8683829853
"2022-05-21 14:00:00";1975.3356799323;1981.034328795;1974.983435218;1980.3807334938
"2022-05-21 15:00:00";1980.7386842284;1985.3959610391;1976.7877497534;1979.7748914951
"2022-05-21 16:00:00";1979.6737690977;1982.3298987884;1973.3974159306;1974.3076300248
"2022-05-21 17:00:00";1974.6729984509;1975.9549058103;1968.3020312309;1968.3020312309
"2022-05-21 18:00:00";1968.1504517475;1972.4424318843;1967.2418331525;1972.4424318843
"2022-05-21 19:00:00";1972.6138297457;1978.090935594;1972.6138297457;1974.5183665274
"2022-05-21 20:00:00";1974.6706039198;1978.0646381855;1972.2302354185;1977.5294875677
"2022-05-21 21:00:00";1977.4477088877;1980.7924241682;1977.4038447587;1978.9882197151
"2022-05-21 22:00:00";1979.0853740578;1979.1421041372;1971.5400329372;1973.9283813754
"2022-05-21 23:00:00";1974.1045207414;1978.0674078891;1971.824140367;1973.979085182
"2022-05-22 00:00:00";1974.2277567124;1974.2277567124;1967.2070467758;1967.2070467758
"2022-05-22 01:00:00";1966.9417683644;1972.7754924062;1966.0387800025;1970.4290763828
"2022-05-22 02:00:00";1970.4024229165;1974.8085749812;1970.4024229165;1973.8138366444
"2022-05-22 03:00:00";1974.0575426607;1975.4190636456;1971.456822949;1975.0469597132
"2022-05-22 04:00:00";1975.2766279774;1982.2042323262;1973.7621358887;1982.2042323262
"2022-05-22 05:00:00";1981.9172119831;2018.5193913913;1981.9172119831;2018.5193913913
"2022-05-22 06:00:00";2019.0945411337;2030.9129273352;2019.0945411337;2026.9950026869
"2022-05-22 07:00:00";2026.907075687;2030.179490032;2014.5290189971;2014.5290189971
"2022-05-22 08:00:00";2015.0196368203;2027.8780409864;2015.0196368203;2026.714760721
"2022-05-22 09:00:00";2026.49598746;2026.4988156983;2017.5667518397;2018.2637288537
"2022-05-22 10:00:00";2018.5260139699;2023.21088994;2016.0336611726;2016.3220888598
"2022-05-22 11:00:00";2016.3471553391;2016.9168312255;1993.9814051394;2000.718975083
"2022-05-22 12:00:00";2001.1582819375;2006.7315310575;1995.0130130114;2006.6701992521
"2022-05-22 13:00:00";2006.6752125181;2016.080582175;2005.7780085407;2007.542048183
"2022-05-22 14:00:00";2007.0588549834;2011.931381591;2002.7810718706;2011.931381591
"2022-05-22 15:00:00";2011.7347993326;2013.6350451499;2006.2761384799;2006.6906705615
"2022-05-22 16:00:00";2006.555026861;2013.9375639462;2005.8207683025;2007.9631619018
"2022-05-22 17:00:00";2007.9036455477;2014.2594382599;2007.1117611433;2014.2594382599
"2022-05-22 18:00:00";2014.1659139975;2040.1744396623;2014.1659139975;2035.4942160843
"2022-05-22 19:00:00";2035.6165268607;2047.1914363783;2034.90145516;2043.17012556
"2022-05-22 20:00:00";2042.3447861797;2048.3389905087;2038.5711612891;2041.6228097224
"2022-05-22 21:00:00";2041.8396397056;2041.8396397056;2030.4648928057;2031.704946214
"2022-05-22 22:00:00";2031.3671941886;2031.3671941886;2021.9055015312;2025.849938225
"2022-05-22 23:00:00";2025.8924616245;2030.3771878701;2025.6729912283;2028.0018433207
"2022-05-23 00:00:00";2028.3404171656;2034.7571138369;2027.1704712176;2027.2197884423
"2022-05-23 01:00:00";2027.2877017634;2038.5128796067;2027.2231782509;2038.5128796067
"2022-05-23 02:00:00";2038.5185178767;2054.3217305425;2038.5185178767;2053.3925804994
"2022-05-23 03:00:00";2053.680697253;2071.0463905552;2050.6509291339;2065.5589861273
"2022-05-23 04:00:00";2065.2814134689;2069.3994104332;2053.5803463408;2054.9467316883
"2022-05-23 05:00:00";2054.9141551328;2065.8771495411;2052.3741258139;2064.6372058055
"2022-05-23 06:00:00";2065.0758363383;2070.391178675;2063.9825101007;2068.3663282654
"2022-05-23 07:00:00";2068.7655903763;2078.2488783869;2067.6467782313;2068.7929590245
"2022-05-23 08:00:00";2068.9824294474;2080.3333765372;2064.8437042182;2064.8437042182
"2022-05-23 09:00:00";2064.7092734597;2070.7589821927;2056.8690356865;2063.068032234
"2022-05-23 10:00:00";2062.2962370628;2062.2962370628;2043.9076158962;2054.6742866538
"2022-05-23 11:00:00";2055.4941352892;2070.1530339354;2055.4941352892;2066.1899412255
"2022-05-23 12:00:00";2066.1960488359;2074.3207757496;2057.3534948252;2057.7295235968
"2022-05-23 13:00:00";2058.2625784711;2058.4019753865;2047.4200780602;2050.4691443719
"2022-05-23 14:00:00";2050.670002463;2055.0775241121;2039.4019347363;2039.7751960665
"2022-05-23 15:00:00";2037.1165852052;2037.1165852052;1986.5740108703;1986.5740108703
"2022-05-23 16:00:00";1984.8301949638;2001.3076141444;1982.6363022054;1997.7579779418
"2022-05-23 17:00:00";1997.8152919397;2001.4175757297;1996.8698466034;1996.8698466034
"2022-05-23 18:00:00";1996.1510081894;1996.1510081894;1967.2520872413;1975.6142113153
"2022-05-23 19:00:00";1975.736941132;1975.852888812;1964.386581003;1972.1818889757
"2022-05-23 20:00:00";1972.3908707354;1984.3457439234;1971.668979773;1980.0725235329
"2022-05-23 21:00:00";1979.8108430788;1985.2986091031;1976.592877213;1985.0615500214
"2022-05-23 22:00:00";1984.9959780567;1987.2789888054;1982.4751766205;1986.0579028968
"2022-05-23 23:00:00";1985.7691019602;1988.1805596207;1984.0413311412;1987.1710674728
"2022-05-24 00:00:00";1987.2300701067;1991.5354988866;1984.0750420589;1988.2884252981
"2022-05-24 01:00:00";1988.3863759637;1988.9621287955;1982.1791268917;1982.7638229402
"2022-05-24 02:00:00";1982.3526236945;1985.9226244289;1976.5995913533;1979.747753269
"2022-05-24 03:00:00";1979.8724453956;1984.4453856277;1977.2381816638;1984.3311793948
"2022-05-24 04:00:00";1984.2497403288;1984.6388479488;1965.7945324912;1965.7945324912
"2022-05-24 05:00:00";1965.6947422002;1969.9456724446;1960.1387522485;1966.0471104122
"2022-05-24 06:00:00";1966.8703111992;1974.339706939;1966.8703111992;1974.339706939
"2022-05-24 07:00:00";1974.3133480383;1979.9885344497;1965.001713624;1965.001713624
"2022-05-24 08:00:00";1965.5982875351;1968.5713466268;1959.8258620997;1966.2796006886
"2022-05-24 09:00:00";1965.7028303256;1965.9789903962;1937.1183768464;1937.1183768464
"2022-05-24 10:00:00";1934.8664881639;1935.4637438935;1920.6881578859;1930.2693680343
"2022-05-24 11:00:00";1930.6488063032;1965.279151894;1930.6488063032;1960.0309175874
"2022-05-24 12:00:00";1960.7845297977;1969.7193694257;1953.5908486086;1958.1110627451
"2022-05-24 13:00:00";1957.9185976724;1957.9185976724;1941.9546340042;1956.0856168058
"2022-05-24 14:00:00";1956.0539977554;1967.2638308616;1946.2846502209;1946.7935663099
