time;open;high;low;close
"2022-05-03 07:00:00";2831.2516122786;2845.8307870219;2828.7817929156;2845.8307870219
"2022-05-03 08:00:00";2845.9887463711;2846.821350934;2838.9464484925;2840.1128765496
"2022-05-03 09:00:00";2839.7540703692;2840.2678857026;2822.2664860388;2830.8224846153
"2022-05-03 10:00:00";2830.843592312;2841.1299354492;2822.2780877049;2824.1557350641
"2022-05-03 11:00:00";2824.4784295014;2832.2826998122;2821.869777714;2822.8404670959
"2022-05-03 12:00:00";2822.9905757761;2826.2138519071;2805.1237090703;2807.069979467
"2022-05-03 13:00:00";2807.3967953949;2820.9735134369;2806.3861118853;2809.2592442869
"2022-05-03 14:00:00";2808.7223912631;2808.7223912631;2778.6429903395;2783.0838692693
"2022-05-03 15:00:00";2783.2564027783;2784.1054414177;2766.7785220065;2775.929744104
"2022-05-03 16:00:00";2776.1808737729;2776.1808737729;2762.1185523926;2768.2299823238
"2022-05-03 17:00:00";2768.8889829156;2793.621961979;2768.8889829156;2787.4001683583
"2022-05-03 18:00:00";2787.6344235789;2796.755118512;2782.705744539;2787.4644979808
"2022-05-03 19:00:00";2787.335029722;2787.335029722;2777.9209244666;2783.4762086632
"2022-05-03 20:00:00";2783.1312098218;2794.142954052;2779.2736228456;2793.8505602423
"2022-05-03 21:00:00";2793.6930430369;2795.9208305409;2788.3608853062;2788.7163579332
"2022-05-03 22:00:00";2788.560062355;2803.7861522904;2788.560062355;2795.5216272924
"2022-05-03 23:00:00";2795.4420922464;2801.7029950144;2794.956626676;2797.5931627006
"2022-05-04 00:00:00";2797.6728832412;2804.101905861;2794.5586877864;2795.7672827236
"2022-05-04 01:00:00";2795.7330234342;2796.1502487269;2791.9692668461;2795.9429945761
"2022-05-04 02:00:00";2795.7036898749;2813.5205172642;2794.4886733178;2813.5205172642
"2022-05-04 03:00:00";2814.0128803146;2826.5819710096;2811.9899023723;2826.3933096882
"2022-05-04 04:00:00";2826.8115783622;2843.7251985752;2826.8115783622;2843.0615156354
"2022-05-04 05:00:00";2843.021500682;2843.6918577197;2831.5166497423;2831.6195423568
"2022-05-04 06:00:00";2831.5092422171;2864.0197453119;2831.5092422171;2860.9063868955
"2022-05-04 07:00:00";2861.3558726561;2875.0418273767;2857.8878326659;2870.639159663
"2022-05-04 08:00:00";2870.3838350727;2876.4170102749;2852.4500476574;2860.0382332163
"2022-05-04 09:00:00";2860.2057752679;2865.4442492533;2845.2942986129;2845.2942986129
"2022-05-04 10:00:00";2844.4441935759;2844.5254649212;2838.3339022017;2839.2898667661
"2022-05-04 11:00:00";2839.136124296;2847.0954536571;2829.9859661865;2844.9423232176
"2022-05-04 12:00:00";2844.7323661282;2864.5324673567;2838.5978750862;2855.5143359494
"2022-05-04 13:00:00";2855.7757646091;2859.592522776;2840.4825576468;2853.0892320693
"2022-05-04 14:00:00";2852.3639860531;2932.0046657956;2835.3359827639;2930.134188379
"2022-05-04 15:00:00";2929.7279834835;2956.6868876721;2929.7279834835;2951.1203001354
"2022-05-04 16:00:00";2951.6958907818;2954.0708807872;2945.8991415412;2946.0608282708
"2022-05-04 17:00:00";2946.332353604;2949.6155851769;2937.5467784939;2937.5467784939
"2022-05-04 18:00:00";2937.610438256;2937.610438256;2927.6388033128;2927.6399117692
"2022-05-04 19:00:00";2927.6500792515;2941.2396623323;2925.7559429105;2940.6448266526
"2022-05-04 20:00:00";2940.2266468171;2948.9605777143;2940.1031633494;2942.7644637556
"2022-05-04 21:00:00";2942.6533840317;2946.3177658259;2941.0863058821;2941.1306997513
"2022-05-04 22:00:00";2941.1541352876;2948.3710786431;2940.6517281569;2946.9964914154
"2022-05-04 23:00:00";2947.102726459;2947.3279825254;2939.4514928961;2941.0891551733
"2022-05-05 00:00:00";2941.2218492305;2945.6014376681;2939.0291106804;2944.9813569998
"2022-05-05 01:00:00";2944.6522420819;2947.1273521211;2931.1255378857;2932.0312264764
"2022-05-05 02:00:00";2932.064822217;2938.855764027;2930.5853467079;2930.6358355684
"2022-05-05 03:00:00";2930.3102050782;2936.5130620568;2927.498498721;2934.5887850511
"2022-05-05 04:00:00";2934.7791826214;2934.7791826214;2923.5148482343;2923.5148482343
"2022-05-05 05:00:00";2923.7453053954;2929.866186296;2918.9721941309;2922.840369316
"2022-05-05 06:00:00";2922.8544780522;2934.6693240617;2922.7848278166;2928.0563869053
"2022-05-05 07:00:00";2928.1617786637;2931.1276469116;2923.4444961416;2923.7057796394
"2022-05-05 08:00:00";2923.9450689918;2932.6155156775;2923.1180500079;2929.1031107711
"2022-05-05 09:00:00";2929.2817202671;2929.2817202671;2899.0040942416;2899.0040942416
"2022-05-05 10:00:00";2898.3023120763;2898.8346558306;2832.9905836044;2832.9905836044
"2022-05-05 11:00:00";2831.4667078995;2831.4667078995;2740.7706169575;2746.2974144271
"2022-05-05 12:00:00";2746.1888161611;2760.0314575214;2738.2489438654;2757.3891549898
"2022-05-05 13:00:00";2757.2894946356;2766.6889097967;2747.9987434741;2747.9987434741
"2022-05-05 14:00:00";2747.0744332014;2748.3457061825;2720.3251532292;2727.8076505985
"2022-05-05 15:00:00";2728.2796665802;2729.1491590599;2704.9161748719;2727.4879029644
"2022-05-05 16:00:00";2727.7980829995;2751.8952985146;2719.5489019386;2751.8952985146
"2022-05-05 17:00:00";2752.2387195075;2753.5744144437;2741.8858702144;2741.8858702144
"2022-05-05 18:00:00";2741.0701336737;2743.9744914393;2737.3666916646;2737.3666916646
"2022-05-05 19:00:00";2736.8785352524;2750.0917682971;2736.3871707429;2749.2130422077
"2022-05-05 20:00:00";2748.9315768049;2749.1117743743;2729.7809703108;2733.325363806
"2022-05-05 21:00:00";2734.8349944183;2738.2475803054;2730.1002122295;2737.5773032144
"2022-05-05 22:00:00";2737.9888016695;2754.8376841671;2737.9888016695;2747.1183389113
"2022-05-05 23:00:00";2747.1066307525;2749.0162788795;2741.7070910889;2742.4719502003
"2022-05-06 00:00:00";2743.000438583;2745.4795246587;2736.8333877417;2742.0898546926
"2022-05-06 01:00:00";2742.2806686035;2750.6050660427;2742.2806686035;2750.0579944602
"2022-05-06 02:00:00";2750.2514885316;2753.209123892;2745.155378193;2745.155378193
"2022-05-06 03:00:00";2744.889030772;2745.3573053581;2702.1409537298;2730.9132522724
"2022-05-06 04:00:00";2730.8060828908;2735.5010312351;2721.703382552;2723.0875830726
"2022-05-06 05:00:00";2722.4303433613;2734.0460414272;2720.3571507264;2732.4119931013
"2022-05-06 06:00:00";2732.7868532726;2733.567958986;2692.1073859615;2692.1073859615
"2022-05-06 07:00:00";2691.2609332011;2699.4787817257;2668.5952683951;2676.9150044955
"2022-05-06 08:00:00";2676.8957440223;2716.378309919;2673.6591704561;2686.7072191641
"2022-05-06 09:00:00";2688.0333693397;2694.9170469735;2645.3352248003;2656.5823517434
"2022-05-06 10:00:00";2657.7308200074;2694.2905981862;2657.7308200074;2694.2905981862
"2022-05-06 11:00:00";2695.9902625923;2721.0961298516;2691.5877380654;2692.6510843268
"2022-05-06 12:00:00";2691.3934711028;2709.0385230265;2689.8063971003;2709.0385230265
"2022-05-06 13:00:00";2709.0896649792;2709.3989898111;2684.5289851856;2685.7913013184
"2022-05-06 14:00:00";2685.8917169128;2690.4842278786;2678.5847175965;2690.0353868393
"2022-05-06 15:00:00";2689.5966588442;2697.8186215793;2675.9085707018;2690.2500400676
"2022-05-06 16:00:00";2690.3778294692;2702.6620172477;2678.3861861046;2702.6620172477
"2022-05-06 17:00:00";2702.6197050835;2703.733224093;2686.9697361283;2688.7159190885
"2022-05-06 18:00:00";2689.0593097718;2698.674998195;2687.1545638955;2697.9402974602
"2022-05-06 19:00:00";2697.9398915916;2704.8540510293;2694.9796840564;2694.9796840564
"2022-05-06 20:00:00";2694.9918455628;2696.2889986421;2686.3422782243;2690.3566169018
"2022-05-06 21:00:00";2689.9609583743;2693.1401932404;2681.754982412;2687.5954821881
"2022-05-06 22:00:00";2687.6671780633;2688.1794540948;2681.7715805883;2683.6534244257
"2022-05-06 23:00:00";2683.5202566497;2683.5202566497;2670.60983426;2672.4831377682
"2022-05-07 00:00:00";2672.4154101771;2672.4154101771;2661.9011963836;2661.9011963836
"2022-05-07 01:00:00";2661.5780504562;2673.7993630266;2659.1527024599;2673.1713995621
"2022-05-07 02:00:00";2674.2641323191;2676.6889660028;2662.499615028;2664.2581401904
"2022-05-07 03:00:00";2664.0855591873;2673.8086408998;2661.4026015087;2673.8086408998
"2022-05-07 04:00:00";2673.4251179525;2686.3151065153;2670.9223694634;2685.9112995761
"2022-05-07 05:00:00";2685.5707984394;2690.0325527996;2682.2342255066;2685.0825655662
"2022-05-07 06:00:00";2684.4525541879;2691.4594407323;2681.8177154059;2688.7705023767
"2022-05-07 07:00:00";2689.3695326453;2695.5999415983;2688.2265483529;2688.4129221394
"2022-05-07 08:00:00";2687.9951407928;2689.5288074683;2682.1744314807;2685.6850768106
"2022-05-07 09:00:00";2686.1043258498;2687.8757978096;2675.807943402;2675.8343468101
"2022-05-07 10:00:00";2675.9322775846;2685.8120356943;2674.9093603642;2685.8120356943
"2022-05-07 11:00:00";2685.8542212053;2696.6527987299;2685.1937266236;2690.9643172025
"2022-05-07 12:00:00";2691.0909178692;2693.6591888229;2684.854419361;2686.5737958615
"2022-05-07 13:00:00";2687.6514887422;2689.8674303934;2682.8797053297;2682.8797053297
"2022-05-07 14:00:00";2682.952013858;2695.4963424193;2682.2450374121;2687.7029873162
"2022-05-07 15:00:00";2687.9230214249;2689.8581887399;2684.5964643256;2684.5964643256
"2022-05-07 16:00:00";2684.30107479;2684.30107479;2671.0576986774;2675.4019531286
"2022-05-07 17:00:00";2674.5362215098;2675.8305726175;2640.5837561395;2640.5837561395
"2022-05-07 18:00:00";2639.8352055331;2639.8352055331;2599.5233871032;2604.8395330282
"2022-05-07 19:00:00";2604.640750705;2645.4879482956;2603.221560496;2636.0929579647
"2022-05-07 20:00:00";2636.1217826916;2638.8305082624;2619.9686571311;2619.9686571311
"2022-05-07 21:00:00";2619.6829909977;2623.6944448901;2604.4142765491;2604.4142765491
"2022-05-07 22:00:00";2603.6584155887;2603.6584155887;2544.8001148666;2549.942307073
"2022-05-07 23:00:00";2549.6503468468;2551.9269728731;2531.1802512795;2543.4110542383
"2022-05-08 00:00:00";2543.869587802;2556.240635537;2542.281050528;2542.281050528
"2022-05-08 01:00:00";2541.743929053;2545.9547964665;2535.5305141625;2539.2765606606
"2022-05-08 02:00:00";2538.7924323804;2564.5712991664;2538.6159865198;2561.3815189797
"2022-05-08 03:00:00";2560.632064257;2566.6151623415;2556.3810335661;2557.715859264
"2022-05-08 04:00:00";2557.7738504792;2564.2078148697;2553.9619430563;2563.857109465
"2022-05-08 05:00:00";2563.7412268615;2564.9187770329;2552.0793268377;2553.0210220327
"2022-05-08 06:00:00";2552.9368066783;2569.4801896423;2549.6979594204;2568.0888033153
"2022-05-08 07:00:00";2568.0195693953;2573.692941822;2565.5077614821;2569.0575676218
