timestamp_gatillo,event_type,ATR_14,RSI_14,Slope_50,Rejection_Power,BB_Position,Target_1x,Target_2x,Target_3x,Target_5x,Target_10x,Target_15x,Target_20x
2025-07-18 03:00:00,short,45.071968500084175,67.21033034781685,8.895708788800627,0.2420046563357696,0.7895643666341023,1,1,1,1,1,0,0
2025-07-18 04:00:00,short,44.83434941932815,65.86026411026286,8.858280737364856,0.38628573275445477,0.7452403217025647,1,1,1,1,1,0,0
2025-07-18 05:00:00,short,43.621233798554705,67.1656863585928,8.806579351904501,0.26199617484801807,0.752839416942453,1,1,1,1,1,0,0
2025-08-07 20:00:00,short,34.562021486406834,72.98886558435575,6.662253527109733,0.506332972642194,0.799290244173597,1,1,1,1,1,1,1
2025-08-07 21:00:00,short,34.45735810700635,67.51463172254397,6.834521659223751,0.45094643930037476,0.7163679314247092,1,1,1,1,1,1,1
2025-08-07 22:00:00,short,33.652866369227326,68.8804096283739,6.907882753218757,0.07870249975536316,0.7387271090933065,1,1,1,1,1,1,1
2025-08-07 23:00:00,short,36.28124752160394,73.92498554782755,7.099552451437546,0.00542828180158248,0.9042487612048588,1,1,1,1,1,1,1
2025-08-08 00:00:00,short,35.22250512072507,69.17649351984836,7.21490185058835,0.17169145179351541,0.8203560705386936,1,1,1,1,1,1,1
2025-08-08 02:00:00,short,33.71811267881034,66.00528938137832,7.233532815910634,0.11786908769317699,0.7761942689342893,1,1,1,1,1,1,1
2025-08-08 03:00:00,short,33.00247795108102,66.12389872648328,7.3545080009083925,0.5449987960723308,0.7551690926863769,1,1,1,1,1,1,1
2025-08-09 06:00:00,short,37.01938390293349,78.99427914399465,7.528127480236437,0.8201818888465283,0.9413786908879201,1,1,1,1,1,1,1
2025-08-09 07:00:00,short,36.52102924213826,72.10666881899704,7.520042524976362,0.1175676022631936,0.8269361861610752,1,1,1,1,1,1,1
2025-08-09 18:00:00,short,37.521671287939576,72.13001919855813,8.83452982002576,0.5886853766614599,0.7840346595547195,1,1,1,1,1,1,1
2025-08-09 21:00:00,short,39.18952819053076,72.83705430085251,9.259182810807145,0.4364030791907913,0.8996860724786339,1,1,1,1,1,1,1
2025-08-12 18:00:00,short,48.89660610583614,70.87863543610044,4.9188563558652785,0.31054171984853723,0.8761982723021111,1,1,1,1,1,1,1
2025-08-12 22:00:00,short,49.20172764074179,70.43943580422511,6.5973679961263185,0.056194752311563366,0.8220080627558469,1,1,1,1,1,1,1
2025-08-13 01:00:00,short,48.00472315196437,66.65626451090019,8.30546470940744,0.13173077389079488,0.7476620483481554,1,1,1,1,1,1,1
2025-08-13 02:00:00,short,47.1418205050741,65.23235724536181,8.785294220141921,0.50742372764248,0.7132977745315284,1,1,1,1,1,1,1
2025-08-13 05:00:00,short,46.541914174744804,72.13661816942773,9.993540479726502,0.0,0.9264938142009963,1,1,1,1,1,1,1
2025-08-13 12:00:00,short,49.59056623346447,67.38446403814017,11.03808180980752,0.0,0.8521349660287189,1,1,1,1,1,1,1
2025-08-13 17:00:00,short,48.163633341988074,65.94301159415986,11.766081191750924,0.010278535636925325,0.7952149581686357,1,1,1,1,1,1,1
2025-08-13 18:00:00,short,49.9361589819461,67.68041148620202,11.689424407238054,0.10020670456072428,0.8565947929164582,1,1,1,1,1,1,1
2025-08-13 22:00:00,short,48.65280487253674,65.4752653247244,10.790459178697386,0.02257081525464581,0.845645601703766,1,1,1,1,1,1,1
2025-08-22 17:00:00,short,66.47012048726147,82.89036420985923,7.164674518752104,0.023288675062602866,0.8808019628723416,1,1,1,1,1,1,1
2025-08-22 18:00:00,short,65.55600167121423,77.53636914787273,8.21010781050148,0.24577256619070112,0.8082408495330811,1,1,1,1,1,1,1
2025-08-22 19:00:00,short,63.23926049557747,78.38177422916452,9.235830492934682,0.030384903550789263,0.796436109057193,1,1,1,1,1,1,1
2025-09-12 03:00:00,short,28.929810640798312,66.39882584314091,3.84652250604158,0.547980042166782,0.8129172555885108,1,1,1,1,1,1,1
2025-09-12 20:00:00,short,34.75716416907882,81.00613086236905,6.06729683812,0.32801245214035196,0.9264143430141177,1,1,1,1,1,1,1
2025-09-12 21:00:00,short,34.45229799106604,78.85227704978311,6.198837829438562,0.7943435834890167,0.8604659303606474,1,1,1,1,1,1,1
2025-09-13 00:00:00,short,34.2443966486094,79.87813854282125,6.769934379197007,0.2499143817796112,0.8630561702580474,1,1,1,1,1,1,1
2025-09-13 01:00:00,short,33.69663788803017,72.4765909124617,6.953389095177884,0.1300233844348568,0.7688784044519208,1,1,1,1,1,1,1
2025-09-13 02:00:00,short,33.19402978397091,68.58086423119481,7.088509193979468,0.39773952719595856,0.7085394092686299,1,1,1,1,1,1,1
2025-09-13 03:00:00,short,31.82628504493014,68.71700905898987,7.219390794189456,0.17233593407508885,0.6918962705212158,1,1,1,1,1,1,1
2025-09-29 15:00:00,short,28.780350160310594,66.45816752141708,4.025726604725476,0.0015352224383077485,0.9844505942165545,1,1,1,1,1,1,1
2025-10-02 02:00:00,short,33.575142394451035,67.91422123986995,5.710921023773572,0.13146316723078286,0.931920599854251,1,1,1,1,1,1,1
2025-11-09 23:00:00,short,33.797126012776566,75.63864424257042,3.781152897401309,0.0,0.8141047094288022,1,1,1,1,1,1,0
2025-11-10 00:00:00,short,33.22212459971392,72.14002728843032,4.120254866058265,0.30405540297220346,0.757704854747115,1,1,1,1,1,1,0
2025-01-06 17:00:00,short,27.473591401344237,52.27154410125031,0.9492809274097072,0.5085176989954767,0.5155488087151812,1,1,1,1,1,1,1
2025-01-16 15:00:00,long,32.98554903508958,35.64289379462934,0.0,0.21668743746332225,0.5,1,1,1,1,1,1,1
2025-01-17 22:00:00,short,32.98554468973588,35.64289379462933,0.0,0.21668743746332225,0.5,1,1,1,1,1,1,1
2025-01-24 05:00:00,short,39.50811886837344,66.25506972614447,1.2940443878737153,0.5463926717087756,0.8912978459010485,1,1,1,1,1,1,1
2025-01-31 17:00:00,short,38.40488202988801,52.403085512780066,4.276883106548577,0.6623120228064079,0.5388798566843339,1,1,1,1,1,1,1
2025-01-31 05:00:00,long,27.167840663102222,57.34315124713484,3.747987978952091,0.014228372933000971,0.6400602656868987,1,1,1,1,1,1,1
2025-02-09 05:00:00,short,19.89554553074238,53.42880098371903,-1.5650251046226844,0.1852550793104357,0.6874417000289489,1,1,1,1,1,1,1
2025-02-11 01:00:00,short,26.201075056535867,62.95611220826943,0.8675233882988582,0.011571286073592802,1.0898778645505256,1,1,1,1,1,1,1
2025-02-11 23:00:00,long,28.409816432960685,38.121457818040966,-0.5315422071380062,0.3271036642473484,0.20299767975592622,1,1,1,1,1,1,1
2025-02-18 18:00:00,long,28.274034948615128,44.68530951852598,-1.0009060232218576,0.0,0.3852084867874895,1,1,1,1,1,1,1
2025-02-21 14:00:00,short,38.787772353668096,38.00233714793852,0.9239312531477702,0.3135449078591783,0.030467675973300364,1,1,1,1,1,1,1
2025-02-24 00:00:00,short,28.10778352580832,35.83914357354881,0.0,0.21830890106283804,0.5,1,1,1,1,1,1,1
2025-02-25 23:00:00,short,37.16085232170587,51.1023358056362,-5.412250665816402,0.4962790605494754,0.7442378276059716,1,1,1,1,1,1,1
2025-02-28 07:00:00,long,41.842623748859864,32.17198999680907,-5.949727374191216,0.0,0.25223555098702993,1,1,1,1,1,1,1
2025-03-04 03:00:00,long,45.11880289252427,32.714990678121204,-5.2001607351278185,0.23546182227421528,0.26672913169411494,1,1,1,1,1,1,1
2025-03-06 06:00:00,short,26.299963066033094,63.31114161643461,4.3400984095996,0.03991548080820475,0.7504577589740954,1,1,1,1,1,1,1
2025-03-17 20:00:00,short,14.254377441796796,51.78616327182398,0.17744817139980706,0.39375921743983805,0.5691254267042269,1,1,1,1,1,1,1
2025-03-20 01:00:00,short,19.681786829340584,54.33663361311425,3.853433388069862,0.24154430752383713,0.3418447722843461,1,1,1,1,1,1,1
2025-03-31 00:00:00,long,19.41370206229011,44.46932855003274,-1.5267159776954762,0.15574694980355824,0.3588079894225536,1,1,1,1,1,1,1
2025-04-02 08:00:00,long,14.631954323773257,47.9359321011753,1.446442875679908,0.5730677790697078,0.3048228394343039,1,1,1,1,1,1,1
2025-04-02 22:00:00,short,25.8776262888307,40.83730829542093,-0.22445968053696583,0.46751762311951184,0.2364602902502381,1,1,1,1,1,1,0
2025-04-08 04:00:00,short,28.32204248020746,47.872550441307546,-4.324792604642868,0.21041366303793377,0.48459205091624835,1,1,1,1,0,0,0
2025-04-09 03:00:00,long,28.31541793785083,48.1406839260834,-1.4864497646409605,0.00586136475166023,0.5349474688866593,1,1,1,1,1,1,1
2025-04-23 15:00:00,short,21.768167130755753,59.23054967079675,6.024046773121453,0.26103038624075753,0.40600354069307426,1,1,0,0,0,0,0
2025-04-27 03:00:00,short,14.655470049846256,49.776866900962766,0.6017524544858529,0.25303609210799266,0.4378268304551534,1,1,1,0,0,0,0
2025-04-29 12:00:00,short,14.557412077550639,53.434533548771576,0.5795107720658687,0.02854047715452619,0.5735583569667599,1,1,1,1,0,0,0
2025-05-01 17:00:00,short,14.812474150270692,58.29878874636154,1.168800316958929,0.037117161403068394,0.6510219863956351,1,1,1,1,0,0,0
2025-05-06 15:00:00,long   ,13.89761032464244,47.829568803364495,-0.9541645566230249,0.7785106495185572,0.47212837507696676,0,0,0,0,0,0,0
2025-05-13 04:00:00,long,30.648435399370786,45.36750620576494,-0.9292552034801564,0.6092616484739359,0.3810241980975421,1,1,1,1,1,1,1
2025-05-18 22:00:00,long,40.50154137081273,38.63784304770378,-0.3456097148320108,0.22525764252039807,0.12987808695128805,1,1,1,1,1,1,1
2025-05-20 04:00:00,short,31.61081416562044,56.11572681428185,0.9333707595914514,0.5502641553987362,0.6073524057676957,1,1,1,1,1,0,0
2025-05-31 03:00:00,long,25.40572438132427,39.28375973296699,-4.335749414864883,0.6051662527512516,0.33344867997431893,1,1,1,1,1,1,1
2025-06-04 17:00:00,short,21.105229874483744,48.828237005275334,0.8215184980870396,0.049127763265065086,0.311194259162524,1,1,1,1,1,1,1
2025-06-11 17:00:00,short,31.523773529986155,48.74319346741783,3.6799976623787947,0.3638694634075661,0.34749438478102784,1,1,1,1,1,1,1
2025-06-13 18:00:00,short,30.448937638956767,49.95426053224217,-6.5732759293332075,0.007255763159122647,1.06252795136262,1,1,1,1,1,0,0
2025-06-16 22:00:00,short,32.06411134134062,52.26762113987734,2.504827941919607,0.18100256387927316,0.42716576608518064,1,1,1,1,1,1,0
2025-06-20 10:00:00,short,18.050963434432717,37.12030926356719,0.49996435542555645,0.14576976473934256,0.04881581529927579,1,1,1,1,1,1,1
2025-06-22 22:00:00,long,31.784562785802702,47.66880601872287,-5.955405087889897,0.26183199362583626,0.6252089745928312,1,1,1,1,1,1,1
2025-06-25 16:00:00,long,21.026839320873986,55.4433905596016,1.0229646237645287,0.05025529579622293,0.6319804342785301,1,1,1,1,1,1,1
2025-06-26 05:00:00,short,21.66342441411241,54.24026223741033,0.7598022145639857,0.03289878552827062,0.6284844759674324,1,1,1,0,0,0,0
2025-06-27 03:00:00,long,20.072233781049892,51.50393168622289,0.08457343039806034,0.526624533019886,0.6814740747093563,1,1,1,1,1,1,1
2025-07-02 03:00:00,long,15.432646351605793,56.19242455254355,-1.4004478420183193,0.2944125943180946,0.8907408440680556,1,1,1,1,1,1,1
2025-07-03 15:00:00,short,20.243070749422483,55.90424034977111,4.877280621198949,0.20144457996334478,0.5058605797283058,1,1,1,1,0,0,0
2025-07-04 18:00:00,long,16.804777903779915,46.126824077140874,-1.9571291132573845,0.0015786165267532362,0.44053267124704165,1,1,1,1,1,1,1
2025-07-07 18:00:00,long,17.30039271604821,45.41401507685055,0.8231082318320203,0.32597196826630204,0.26170496753733163,1,1,1,1,1,1,1
2025-07-12 17:00:00,long,20.608429513294517,47.983995543293545,-0.6009102476279192,0.020618152287214635,0.3669041852781256,1,1,1,1,1,1,1
2025-07-15 05:00:00,long,23.454942550326386,42.145703587598746,0.30007824974740827,0.8818957997139345,0.2349525130993059,1,1,1,1,1,1,1
2025-07-18 22:00:00,long,44.54690364652574,53.370520713364435,5.095016305158206,0.1365805930675311,0.41699072763096084,1,1,1,1,1,1,1
